Street Segement,SHAPELEN,District_1,District_2,TRAIN_ONEHOT,METRO_BLUESILVER,LIQUOR_ONEHOT,METRO_ORANGE,District_3,GRAFFITI_ONEHOT,District_4,District_5,District_6,District_7,GAS_ONEHOT,METRO_RED,METRO_GREEN,METRO_YELLOW,PUBLICSCHOOL_ES_ONEHOT,PUBLICSCHOOL_MS_ONEHOT,PUBLICSCHOOL_HS_ONEHOT,FAGI_MEDIAN_2015,POPDENSITY,HOUSINGDENSITY,PERCVACANTHOUSING,FAGI_MEDIAN_CHANGE,FEDERAL_ONEHOT,CORRIDOR_ONEHOT,HOMICIDES_ONEHOT
162,116.56405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,0,0
163,173.23863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25035.25,14508.37162,6255.786169,0.083845065,1.004156845,1,0,0
164,652.70549,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,74498,22294.26827,16050.35974,0.115529634,1.188552613,1,1,1
165,234.78747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70413,15792.04064,7377.89545,0.054258242,1.052283137,1,0,0
166,152.52414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66025.5,19869.1469,9773.687462,0.090976422,1.245293698,1,0,0
167,175.06172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21980,1565.049732,665.7919447,0.150073206,1.00086517,1,0,0
168,176.94724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27008,10577.47944,4480.22271,0.105960265,0.96762983,0,1,0
169,88.6006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,0,0,0
170,76.16964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,1
171,10.76344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
172,110.30065,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46806,35660.23726,19558.89439,0.139081456,1.305315411,0,0,0
173,46.77929,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70729,56562.53229,38708.90665,0.087311261,1.369980946,1,0,0
174,82.60119,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,0,0,0
175,115.99714,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
176,87.11437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60778.75,7080.488213,2774.813493,0.062488347,1.107237191,0,0,0
177,251.07175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47231,30100.68573,16364.69538,0.066783831,1.334416364,0,0,0
178,131.11278,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,59590,7363.108698,3653.70598,0.0625,1.106664314,0,0,0
179,153.46048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51168,5741.843564,2510.780756,0.06271777,1.102782388,1,0,0
180,69.3535,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,37513,25593.65672,10348.01289,0.10931677,1.437830586,1,0,0
181,82.76232,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71341,11710.22287,9235.036504,0.132075472,1.274276375,1,0,0
182,160.34685,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71341,5858.854347,4618.425624,0.066037736,1.274276375,1,0,0
183,153.76328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
184,227.84473,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72231,5339.773445,4105.059781,0.11960368,1.300557271,1,0,0
185,397.53589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
186,22.52962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148690,2484.920441,1023.901252,0.033642691,1.228518078,1,0,0
187,169.77241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45633,11898.48131,4608.843897,0.0797962,0.933609109,1,0,0
188,73.47275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,1,0,0
189,85.28071,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81647.5,46336.31979,34677.89738,0.07651715,1.234651444,0,0,0
190,44.23008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
191,98.73984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46330,6609.372371,3058.40539,0.064913722,1.078143908,0,0,0
192,68.41042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81819,2531.258944,1169.801571,0.053946054,1.04837015,0,0,0
193,82.87071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26703,14703.85174,6727.975986,0.149243668,1.071669852,0,0,1
194,242.57425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26262.5,13452.30018,6906.619673,0.151836158,0.98582958,0,0,0
195,101.6697,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,70930.5,42324.64369,28609.02756,0.064630367,1.19562579,1,0,0
196,100.09044,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72231,5339.773445,4105.059781,0.11960368,1.300557271,0,0,0
197,253.64807,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
198,86.80001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,121711,2460.999626,1167.071987,0.07826087,1.159881449,0,0,0
199,158.76062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100885,8585.388569,5395.986464,0.122209166,1.159344511,0,0,0
200,94.59082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109820.25,9394.036314,4760.282946,0.064736902,1.151745588,0,0,0
201,105.21011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
202,132.50206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27655,3039.330805,1052.888831,0.07201889,1.108461261,0,0,0
203,24.98333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69195,14382.50717,7885.63656,0.066801619,1.171327488,0,0,0
204,84.87887,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,100633.5,8048.275319,6558.064624,0.215091067,1.209653572,0,0,0
205,117.61775,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
206,177.74749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
207,65.52074,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42401,13524.64555,5398.408072,0.062383032,1.153768707,0,0,0
208,105.01375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20516,24211.33047,10976.91249,0.080848914,0.998637072,0,0,0
209,157.69475,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,82842.5,22698.13619,13161.14589,0.059600151,1.17846423,0,1,1
211,37.54435,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67328,36835.55536,22130.77549,0.175412663,1.057568761,1,0,0
212,57.07052,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83749,17325.09738,7812.312759,0.057570978,1.115961437,1,1,0
213,688.45338,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,1,0,0
214,51.40428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
215,188.7317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
216,85.85011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
217,19.836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,0,0
218,213.62878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26266,13285.07099,5988.142658,0.100513259,0.978796348,1,0,1
219,269.72169,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29140,13666.0846,7090.319611,0.092571429,0.976083607,0,1,0
220,158.74507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70438.5,9356.121773,6731.874428,0.122708567,1.1457886,0,0,0
221,365.90812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
222,30.37162,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,56410.75,6036.856053,2601.679008,0.061634511,1.080436382,1,0,0
223,57.3409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,0,0,0
224,61.9431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40870,10927.72724,4898.180068,0.14156195,1.263262736,1,0,0
225,64.41057,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
226,109.82775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46784.5,9633.244558,3954.594414,0.062550401,1.128275548,1,0,0
228,299.70789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29393.5,8506.352887,4267.383835,0.129539952,0.979881321,1,0,0
229,165.08513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
230,67.19896,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,38248,16584.74263,7753.581268,0.125632766,1.165990915,0,0,0
231,66.25563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27886.5,7777.172714,3567.672856,0.04280397,1.101710651,1,0,0
232,99.60003,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,0,0,0
233,206.35054,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92684,6611.549365,4029.293527,0.072261828,1.205081198,1,0,0
234,78.28907,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,25037,6155.910636,2899.659126,0.064724919,1.025728215,0,0,0
235,96.24469,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,1,0,0
236,104.62584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,0,0,0
237,133.39965,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,59810.5,66788.74479,42739.91591,0.098105372,1.505310447,1,0,0
238,96.65199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90338,25788.54,13727.30188,0.062621046,1.109421821,0,0,0
240,129.10535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,1,0,0
241,149.62657,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,44564.5,16844.31412,6443.485557,0.078757225,1.235877312,0,0,0
242,125.01628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38447,21474.64289,7399.455685,0.064080944,1.244118694,0,0,0
243,47.90347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79769,22061.16806,11424.39262,0.072158013,1.095151604,1,0,0
244,92.81242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
245,109.21701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24682.5,22140.12097,9616.575112,0.089391557,1.011488543,0,0,0
246,153.69036,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86964.5,13756.11165,7512.516231,0.063865546,1.168610667,1,0,0
247,24.75322,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80922,13579.49844,7365.455441,0.101581509,1.207782031,1,0,0
248,91.86906,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
249,239.94347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,0,0,0
250,46.22014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100885,8585.388569,5395.986464,0.122209166,1.159344511,0,0,0
251,44.47782,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81726,27103.16453,20245.10101,0.160144491,1.119043707,1,0,0
252,73.40705,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76978.5,16221.46899,12175.0804,0.139874086,1.209800489,1,0,0
253,125.03147,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,72231,5339.773445,4105.059781,0.11960368,1.300557271,1,0,0
254,53.82011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,0,0
255,87.40516,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
257,223.92994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
258,95.2811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,0,0,0
259,76.82726,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
260,198.54889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,1
261,207.01471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60618.5,13221.44113,7700.119926,0.125745563,1.14967016,1,0,0
262,194.09196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
263,62.49541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38447,21474.64289,7399.455685,0.064080944,1.244118694,1,0,0
264,46.6049,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58798.5,4122.550303,2018.944963,0.066683965,1.257184092,1,0,0
265,150.98075,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41468.5,12669.0447,5181.486325,0.088103299,0.976710463,1,0,0
266,106.44054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28943.5,6044.636717,2981.34256,0.073933649,1.363844124,1,0,0
267,87.04694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27886.5,7777.172714,3567.672856,0.04280397,1.101710651,0,0,0
268,128.92094,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,0,1
269,171.62279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
270,119.11576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27655,3039.330805,1052.888831,0.07201889,1.108461261,0,0,0
271,56.00725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63150,20742.13006,12258.0294,0.075590551,1.261788683,1,0,0
272,71.45664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31588.5,19675.41221,10297.19861,0.123614191,1.016884497,0,0,0
273,149.26091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,0,0,0
274,116.03281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
275,94.9332,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
276,149.62399,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43663,18669.88905,7332.357234,0.084760274,1.167459893,1,0,0
277,205.85756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69195,14382.50717,7885.63656,0.066801619,1.171327488,1,0,0
278,154.30598,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,46308,9496.420118,4055.711166,0.075573568,1.104153475,0,0,0
279,90.20439,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,100633.5,8048.275319,6558.064624,0.215091067,1.209653572,0,0,0
280,35.00471,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,69537,34439.86682,23800.91843,0.066840731,1.14605686,0,1,0
281,114.58156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56785,11735.02762,8076.86505,0.147848317,1.242383468,1,0,0
282,94.2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,0,0,0
283,77.26784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,0,0,0
284,115.58119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
285,270.21743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,0,0,0
286,202.53858,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,40697.5,7635.469214,3499.85763,0.155963303,1.059472054,0,0,0
287,206.27625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
288,140.01468,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60111.25,15214.25106,4235.264946,0.09612471,1.256752628,1,0,0
289,96.56779,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90338,25788.54,13727.30188,0.062621046,1.109421821,0,0,0
290,113.28793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80259,8464.284632,5433.077918,0.070261513,1.069877802,0,1,0
291,140.85262,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28943.5,6044.636717,2981.34256,0.073933649,1.363844124,1,0,0
292,1269.55918,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,1,0,1
293,118.91674,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,0,0,0
294,75.38136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
295,376.24243,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89316.5,9651.498939,6377.136243,0.082154026,1.138133315,0,0,0
296,113.59439,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30846,8930.196865,4503.033827,0.155282332,1.076536488,0,0,0
297,105.90003,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58798.5,8237.614784,4036.075181,0.133367929,1.257184092,0,0,0
299,192.11849,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,35236.5,45395.27035,20748.87408,0.107144864,1.332545342,0,1,1
300,110.51162,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
301,101.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,1,0,0
302,102.63691,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80788,13882.59464,7479.350368,0.050473243,1.084461702,1,0,0
303,116.37833,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,38248,16584.74263,7753.581268,0.125632766,1.165990915,0,0,0
304,113.1928,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,57659.75,30962.14202,13248.1228,0.124029202,1.135258373,0,0,0
305,39.55755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21076,4698.379104,16.64275977,0.076923077,0.665025874,1,0,0
306,77.22562,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29627,7936.437428,4593.394133,0.214899713,1.207343413,0,1,0
307,238.59224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35403,9263.9171,4712.226945,0.071142285,1.014645191,0,0,1
308,69.50155,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37573,24854.70209,11601.4622,0.1367713,1.253477898,0,1,0
309,150.99025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
310,88.7218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94907,3261.128715,1617.492563,0.06113844,1.05790163,0,0,0
311,188.36765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,1,0,0
312,78.46956,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,1,0,0
313,17.13022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76949.5,9257.865024,5994.577293,0.07273559,1.167334153,0,0,0
314,16.83252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76949.5,9257.865024,5994.577293,0.07273559,1.167334153,0,0,0
315,13.83194,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76949.5,9257.865024,5994.577293,0.07273559,1.167334153,0,0,0
316,65.26086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
317,129.96305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41505.75,19159.47851,6921.470621,0.071419085,1.239998003,0,0,1
318,152.00628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,0,0,0
319,216.08272,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,1,0,0
320,145.21805,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,118499.75,8028.929041,4057.824867,0.069386717,1.183842179,0,0,0
321,210.32177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,0,0,0
322,93.6094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25868,10526.66628,4209.444613,0.120464441,0.954257046,1,0,1
323,80.42306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27008,10577.47944,4480.22271,0.105960265,0.96762983,0,0,0
324,82.23922,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,38447,21474.64289,7399.455685,0.064080944,1.244118694,0,0,0
325,74.42074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
326,152.36202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60025,5294.698362,2285.27187,0.044585987,1.076488522,0,0,0
327,133.53665,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,82842.5,22698.13619,13161.14589,0.059600151,1.17846423,0,0,0
328,244.72274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
329,249.7805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
330,527.00957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,0,0,0
331,147.78238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27655,3039.330805,1052.888831,0.07201889,1.108461261,0,0,0
332,126.34021,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
333,412.67513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,0,0,0
334,244.28322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
335,118.1107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69195,14382.50717,7885.63656,0.066801619,1.171327488,0,0,0
337,37.11683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32550,10972.83724,5102.560187,0.093931837,1.059294455,0,0,0
338,75.90056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42401,13524.64555,5398.408072,0.062383032,1.153768707,0,0,0
339,78.03125,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,62095.5,31242.79799,20089.07974,0.072953265,1.242387321,1,0,0
340,73.44445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22229.5,7969.53226,3950.624927,0.171193416,0.998988855,0,0,1
